renda,idade,score,divida
5496.714153011233,46.194843492688015,523.9085690190952,720.2747518555784
4861.735698828816,42.39706946330215,336.30541427713285,1657.5139865625436
5647.688538100692,35.47704295936139,491.8512936832136,3257.291316346257
6523.029856408026,29.82450577835541,361.04895433522313,295.0253262694379
4765.846625276664,40.58578650890872,744.5293655050722,1738.3328830727257
4765.863043050819,38.147883083374,821.2284142804589,1408.451687456386
6579.2128155073915,42.161545760221856,339.7740613918662,311.15389362271503
5767.434729152908,40.081374413455755,825.3133640104357,1956.3242155038065
4530.525614065048,43.39642172255468,587.4171296352099,639.4201891424889
5542.560043585965,30.718118307515457,464.76112287463064,1338.2142193899779
4536.5823071875375,45.539152525074606,342.27414140188995,171.70916382021602
4534.270246429744,36.5807968375392,575.3433474387298,1230.832343011983
5241.962271566034,51.602086981002124,736.9835494699118,731.9027259094274
3086.719755342202,29.486497455283455,688.897562496684,3456.231322288964
3275.082167486967,48.887710425322,327.62430630518554,117.33287549123396
4437.712470759027,36.58328626770118,340.09600945234695,1084.6576073901444
3987.1688796655762,29.788655971084413,521.5803054479504,1226.571159979007
5314.247332595274,31.128913327565428,462.40977172636883,2582.0125543856734
4091.9759244787892,32.43722153444544,427.8113776808263,1707.9824391296545
3587.6962986647086,38.39332757121533,454.55247439979246,2200.501283236406
6465.648768921554,39.182683904284,741.9155088132866,3001.609087680057
4774.223699513464,30.41039996849137,811.0754294975196,3963.94700031567
5067.528204687924,34.805163261912135,522.8064819901615,753.3923521313282
3575.251813786543,52.13816286889491,798.3610511728734,1544.4790698348136
4455.617275474818,48.82034536080569,476.82263568633505,3666.5143644792724
5110.922589709866,38.49058935739226,562.0403424890853,9103.473250571453
3849.006422577697,35.3040278253456,424.31594879879987,4405.829067747562
5375.698018345672,35.96025061374609,652.2618231967142,928.7343284015575
4399.361310081195,39.908143781843336,838.4396133461449,434.239753297026
4708.306250206723,26.817659478412757,631.9212028238583,1344.3083178799513
4398.293387770603,32.94098770061324,496.7977462624519,2706.81387452814
6852.278184508938,21.651327408979284,656.2995952947906,1356.7893546702774
4986.502775262066,38.19378498084223,367.6063731559632,1320.1245960149813
3942.2890710440997,40.17756751762193,788.7624941459692,3643.16461721973
5822.544912103189,31.13450830160501,576.6961729289101,896.9658329129896
3779.1563500289776,47.59189410632026,547.1423581218031,3929.2946446088845
5208.863595004756,25.193874695981272,622.2256336494356,1044.4635241230028
3040.3298761202245,23.28500095832144,643.6311245341714,795.6877641737562
3671.8139511015697,36.795614548479776,339.47669342458215,1210.2356515034257
5196.861235869123,43.37678642089723,675.4394716728714,2874.7286970940117
5738.466579995411,48.47142153166295,433.0624241735413,269.35444707962614
5171.368281189971,31.328925897048478,692.6739478786244,437.3551171244483
4884.351717611759,43.62944666745037,752.3941369113082,6050.109024877095
4698.896304410711,34.691932243994344,742.1771791538862,385.9359645019424
3521.4780096325726,33.61898160047344,603.8755320743389,1677.397362746777
4280.155791605292,42.069279499893376,586.0934407709132,1731.739352196458
4539.3612290402125,40.21858302730736,378.5817787366764,1345.216950629064
6057.122226218916,22.388862744126005,726.4403827217245,2069.8402744452833
5343.6182895684615,46.81232279780717,449.27515924569286,522.2795160370358
3236.959844637266,46.04073083317961,573.1824825498707,1608.8828331658974
5324.083969394795,29.995498387923764,456.3507511101342,930.9820694561635
4614.917719583684,38.16642826749927,373.6055996498312,2167.4508575489663
4323.077999694041,38.95224149026191,646.256733290455,304.49325524209144
