renda,idade,score,divida
9068.379333694016,32.091299157097644,470.41591421430394,267.24565507223537
8604.120889588517,38.56992752533376,347.1868566947192,10781.404464833193
10303.63875210479,41.366293708258844,350.01449745217263,9927.030431620804
6520.555776860276,19.62742876191642,807.7730608418757,2928.826433276148
9259.2332397868,36.935094387106,679.1036266742104,4407.792820157113
9146.440870400727,38.264713802585476,369.9064375739072,18664.853198210916
7026.621161972966,34.77964594947559,496.1977431198985,3799.687723683861
9007.13333647316,47.330190712127035,625.8656466458781,11786.359028174376
8336.144963026229,40.37424059400697,759.5644377998567,433.4503674848275
7772.523740046592,47.48153526464718,324.0135107921547,1060.1023928785767
7176.064513028001,35.27231583719814,430.14822230850484,2905.8375903162314
7280.890548550814,44.4998199400554,789.361944662459,4394.454631891216
10049.812095785926,50.080531156220154,305.04105260109907,8470.293070364205
8000.682818957483,47.49354759418129,410.76950653663806,22224.66823166207
8782.13000153146,28.262867252570135,827.4632967851313,2462.076496909344
7209.100618332447,34.97059137966095,637.371015587194,242.8830246096034
7220.147053778361,34.238682356401625,443.91925165062855,8076.563257237442
9081.984809249941,40.914036280610624,336.8451019177162,4636.514710028536
6650.423788448468,42.49082844011627,315.5052372459722,1106.618908425252
7584.786232094729,30.28885860779411,434.60979380031,3414.2860876487057
8034.027411072232,37.5427081113355,784.8172007739008,6779.994598574825
8111.372601840052,20.84058134275091,528.7525098636302,7357.339766307602
7820.906714983844,48.53556004641512,696.1833530412962,3461.9214781409596
8395.819781095923,32.90100607458645,805.0567694589768,1820.7607875606307
8692.85575581781,37.446911518755975,524.4222538815491,18199.033704277434
8734.63754545933,34.52280228809551,405.2025540705684,5443.7446241678535
7014.196191332173,46.16822060010732,584.4148619713058,2623.2496985922016
7715.844902071203,14.299948468820968,799.4460278829199,1645.7382048613476
9194.762861876938,36.86711726139273,742.4059277757353,6567.134045626735
8894.647187573872,36.15344994001842,336.2064138497346,1386.5696764311988
6627.140548518936,33.37090889926654,680.91504004267,941.959655295486
8351.479900352202,50.80981236508506,614.5436373524246,3773.3460948931443
6021.77475062519,29.90136432915383,799.1047469905341,1712.3627613259496
8046.9349020603695,43.17436941788529,367.3647792676635,4956.487874967038
9897.767016745976,39.850022309648665,593.7198622625612,627.4684788568368
7052.107282731014,47.09215402028413,783.7044814315408,5320.200825606211
7165.676954508418,31.662487321779956,525.5130827079587,1665.4654578247548
8764.029781572859,31.136248807009927,565.0972047530769,1.214819739312185
6457.198484790354,45.768559259819185,338.7533727168271,678.7324073264738
7367.244970114961,40.40257046664088,452.97900224690096,13561.449216118886
8596.441137581753,24.640501226585933,478.47865704292104,10100.380858048507
7365.714152310597,32.68555988429384,819.8173468096878,1330.3141870544837
7764.030012789029,40.09106123078449,455.46704829763746,7533.772738017409
8744.185710315034,43.70211377237271,553.4778043983085,4689.763245864377
8421.546083536561,31.566154774456358,669.2174329603539,17685.895117032975
8266.818396295403,13.685952081464471,389.20085482433257,2338.8758468120914
7660.877720729961,41.18578548589627,567.5433129280309,5720.045730248467
8370.061115268956,27.237434480448194,706.1964717117492,328.2195121597226
7876.267319900244,20.86128961502071,776.7703671648862,2522.9533975901118
8457.805609925785,14.341392600126873,644.4426010643347,16595.920786641
7503.067974882022,43.51184688158193,667.9794334243213,3871.578748765201
7817.431025620459,38.028939603239735,369.4559099215129,1697.5407249992245
7010.042207447987,35.194748954301986,820.177073485491,640.7066578543061
7964.992389993764,48.11219490370209,372.9157426164653,6079.018237562055
7188.999136371155,42.09859746418458,726.0701154499891,5176.160301193583
6885.953549838006,49.93040034177533,445.6489769780753,2341.535055413361
8258.661147855388,25.85811622266403,813.4762290356883,15073.693979444273
8212.73977585766,36.72359500836829,695.9777466532137,112.26502847869675
8782.873734948573,24.066293000415886,714.5975421381029,1810.0446622064667
7568.874430424901,35.164941345156265,420.48254518293584,12695.936934896046
8408.052846836756,35.011073169866584,543.6719871493384,1935.1953623353222
8550.797572273663,42.012909098104565,639.7972570241075,1453.4518566117547
8444.773807831594,37.36451104913519,723.4854900136305,3820.2136971658233
7174.346317197858,41.987257106239326,357.17765675181425,8680.727484869858
8149.363482271189,42.627521065111154,829.3009240499906,544.3152166438284
8364.140296054662,54.23942941906513,789.6213688050059,14325.337021425268
8007.178466907942,34.47762675771101,448.69172477257143,7925.504405060589
5913.5223416289155,29.47181839466897,752.5181336677826,999.884020783785
8160.48962397348,38.96866892253127,585.0781576719029,6224.112211387216
10212.531039397243,30.58175978288365,553.9935648591103,2430.329478827
7639.960731243017,48.855686147492285,472.93875819627294,2573.2870959337415
7271.922902144679,34.73425568843814,619.5327226473759,7645.978256567997
8373.348559711398,32.47538905700808,701.4390147369788,16455.191067279175
8312.378210466572,33.229474230791055,526.0130977295171,677.1280581810302
9192.735165416414,42.747339387773124,646.0705561545607,2729.0719077220588
6742.131844091113,35.73802413414812,684.6221066354171,3278.6944681838513
8731.380252574992,31.866665438956943,691.1169993584072,2360.5237108317033
8590.422061251464,50.32281534098825,328.58135397214915,2256.412825032316
7857.853463059454,30.150641274706,772.8612931267868,268.42110747314246
8338.68731792169,37.284528592263946,552.0393231207763,5784.470051316598
9029.457481598358,42.21844921288184,444.32884493291795,2865.4063598325565
8872.31538002845,23.949319116663414,432.97047911382487,1083.284442896811
6856.9806879262715,40.8420840112474,565.6577620641727,8465.00807839973
8820.158186755485,28.559138596156405,787.7573467079276,8111.621637664847
7935.311394967482,43.582262246672016,508.0911699254558,3331.471131446317
8072.874098015515,29.29879190464819,712.3491607309488,1772.3202427630595
8073.196991001694,42.542152254790885,353.25030204297025,5081.836242885042
7849.75701120174,45.8466645303577,561.8311861830839,1699.4553212316844
9191.707497107065,43.89149220506244,845.4273772160046,1345.9893493717393
7916.282040150788,39.01053318590482,723.7407915357853,6556.206324886139
6880.453871616832,35.1495924565624,415.79066864233715,205.80421649504535
7606.4701440302715,32.388643389321246,575.7928105338509,497.8226744548748
8178.694716810475,48.768277526536835,428.4936200067116,34.05659237692856
9229.21478429705,31.404038238658856,525.2585099943801,829.9375519972731
8603.094684948834,28.70347141144003,729.0462130542306,357.42634990059827
7149.464721252956,42.32295148026264,724.1736484097221,27366.173348935434
10485.189916678892,30.630905574508038,425.45520784631185,1704.0780668816437
8264.77531097798,29.399492020270984,807.222824985173,808.2906925953148
9275.390737999014,25.451165902641883,625.9125005206547,1378.742857110021
7848.285566422771,33.13672128431586,508.958360029108,13754.180891445289
8533.359244705449,36.338279808828055,576.0645694294733,3671.5151438531675
8839.468504518405,38.94473382128559,632.789189390759,2269.219293023417
9218.194711754255,44.61044995439587,607.939792515182,10333.276492386647
9057.368305378224,41.21518338932635,567.522769544898,2512.5536967173443
8872.197000072978,35.47302224357456,577.71304224917,2039.9056278187638
7684.913268805892,35.414434588962244,397.0265507353374,1161.4419569062113
7428.253958043939,41.08125975132147,747.0030973675737,2372.4429495900918
8332.607510324198,47.180561303428554,597.9681759675584,1903.991913534507
8933.12807234107,38.0105135958656,372.0939239375867,5655.222246420455
7777.279299223393,33.24695316631673,721.3864058705278,1709.5137084892037
9065.171965714386,29.057071991315638,812.844188107543,4304.277126144056
9452.616745486179,25.438357884702196,821.0187945803292,340.8169620991092
7083.67908092658,42.33015737634818,502.959752826145,1061.5692532815415
7163.07929620372,41.62382818911646,374.53428045841474,2616.2226980759688
7859.624941094664,41.61890820085329,585.1197946481859,13819.076916568158
8307.612668189196,35.970724429183555,361.93507614207135,2368.0665673454528
7475.432986232949,48.255477967134006,813.6930801819395,5454.323710817296
9352.202678867145,33.127052043321456,400.9687950453303,1472.4407226616777
8424.066861518451,44.64215389765764,439.02122297314025,679.290921662971
8039.44704824074,36.690056840083656,523.6500897867337,301.59902931295767
6564.090476131472,32.1331938825653,510.74045770751917,1822.1928620472218
6684.184183572493,41.74024245854209,737.064590818839,857.8638237625114
8281.009250281806,40.27708894947195,550.9742513030293,955.865772355449
5867.404373845164,39.85578207413541,393.92254300183527,7151.425779672394
9012.637409644072,37.65022737644959,446.96544251734076,79.82416710420038
7841.84615562768,36.69685534626535,580.0123618531371,4080.0795468166657
11243.092969594734,56.10697594296351,381.0996545843742,2385.837185508769
10307.91625061611,46.47405316156939,636.4106216053078,3531.6687108939373
7818.5509307524835,42.782615159884095,611.1610186031303,4137.168430647967
7893.662997468685,37.89439326562711,693.0862740102417,1879.7817379522523
8995.58151400203,45.057257604773355,815.7375384586522,1748.5594985074176
9703.172609918038,41.14395821113162,801.7400086056357,6610.064040008348
6361.970942563983,37.20963802219229,820.3415899378572,10250.461889429513
6213.624534645313,34.57148539787268,434.5935783630355,1069.5666091172404
7377.965194445618,36.35266129869849,372.360918651645,513.5909402728504
8582.737583173865,11.636594112975555,466.2521852730467,11403.91284354126
8496.873590507597,38.68480671438113,792.296845021473,2153.1105193279263
9069.77145498385,33.09219135911712,834.6294110429185,4007.1976231794624
6800.302471634692,49.74135998626307,772.6287230887618,2227.867603005749
5683.856137031124,37.15475256649403,360.509746620149,672.2438455487219
8858.014195302145,27.488292643720307,821.0853989328863,4449.846561183244
7171.803727034765,36.60095876697506,532.8469150429323,3723.6852448127365
5981.512135611362,28.631031319499968,305.1206599192945,1134.4625945431872
8145.063745959382,40.78725932569973,543.3165574115064,3006.205254850898
8793.175688218678,39.327578914715886,325.3380433215072,7971.453662318263
7877.942867878723,44.66271704886614,599.1328566386146,4463.189677891616
7542.151613817511,30.672945666443475,486.2047150903782,509.70588060132667
7840.637767854094,37.27206476982517,560.3892134767268,3970.603302611896
7629.4172375992175,26.079825636586918,637.2436984087144,6065.711904943017
6651.952888059833,42.61195825539772,777.8406026998011,7868.0234445599235
7285.3193230095685,41.15096944352098,664.0458670595608,4959.350950740395
8521.279905013815,40.966440168220565,538.7268776629994,828.2554098549757
8321.6785413765,37.01295225085553,750.6853195187008,6192.360027795475
8168.05980596682,40.31818312631033,798.0701756652227,5655.809316028659
7004.851518146621,49.83471286646877,365.8679815377085,123.65084154863877
7818.4968378643325,34.719245943663886,592.5631376540352,2652.996431925321
5822.9349535571455,38.10916146968068,456.4815778583443,2024.4532179403388
8178.47666388539,28.310989606548723,325.8836588323211,5534.4129312817695
9428.857707813568,30.05391230721334,667.7006823126919,1217.5975181309798
6525.867867957894,37.78250634474646,774.5239276025741,4468.635125986725
7414.072326682244,45.83146837361526,389.5964599625667,12221.086720848969
